transaction_id,timestamp,amount,payment_method,bank,customer_type,status,failure_reason,retry_count
TXN103800,2026-07-25 05:28:40,1959.06,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103801,2026-07-25 05:28:42,3995.11,CARD,AXIS,RETURNING,SUCCESS,,0
TXN103802,2026-07-25 05:28:43,1155.32,UPI,HDFC,NEW,SUCCESS,,0
TXN103803,2026-07-25 05:28:51,671.85,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103804,2026-07-25 05:28:51,190.89,UPI,HDFC,NEW,SUCCESS,,0
TXN103805,2026-07-25 05:28:54,678.1,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103806,2026-07-25 05:28:54,423.24,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103807,2026-07-25 05:29:00,2419.72,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN103808,2026-07-25 05:29:03,489.6,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103809,2026-07-25 05:29:03,1370.8,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103810,2026-07-25 05:29:20,523.65,CARD,SBI,RETURNING,SUCCESS,,0
TXN103811,2026-07-25 05:29:20,1778.63,UPI,ICICI,NEW,SUCCESS,,0
TXN103812,2026-07-25 05:29:21,624.57,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103813,2026-07-25 05:29:22,950.91,CARD,SBI,NEW,SUCCESS,,0
TXN103814,2026-07-25 05:29:23,642.06,UPI,SBI,RETURNING,SUCCESS,,0
TXN103815,2026-07-25 05:29:42,1135.46,UPI,HDFC,NEW,SUCCESS,,0
TXN103816,2026-07-25 05:29:48,307.38,CARD,SBI,NEW,SUCCESS,,0
TXN103817,2026-07-25 05:30:15,1521.79,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103818,2026-07-25 05:30:16,140.84,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103819,2026-07-25 05:30:16,1027.66,CARD,AXIS,NEW,SUCCESS,,0
TXN103820,2026-07-25 05:30:22,275.44,UPI,SBI,NEW,FAILED,TIMEOUT,0
TXN103821,2026-07-25 05:30:26,1179.73,NETBANKING,ICICI,NEW,SUCCESS,,0
TXN103822,2026-07-25 05:30:28,1927.92,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103823,2026-07-25 05:30:31,215.09,UPI,SBI,NEW,SUCCESS,,0
TXN103824,2026-07-25 05:30:41,279.43,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103825,2026-07-25 05:30:53,307.68,NETBANKING,HDFC,NEW,SUCCESS,,0
TXN103826,2026-07-25 05:30:54,2171.12,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103827,2026-07-25 05:30:56,207.86,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103828,2026-07-25 05:31:06,367.9,UPI,ICICI,NEW,SUCCESS,,0
TXN103829,2026-07-25 05:31:10,147.14,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103830,2026-07-25 05:31:11,961.43,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103831,2026-07-25 05:31:16,944.98,UPI,SBI,RETURNING,FAILED,TIMEOUT,0
TXN103832,2026-07-25 05:31:19,115.71,NETBANKING,ICICI,RETURNING,FAILED,BANK_ERROR,1
TXN103833,2026-07-25 05:31:22,2110.13,CARD,KOTAK,RETURNING,FAILED,CUSTOMER_CANCELLED,0
TXN103834,2026-07-25 05:31:23,1016.54,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103835,2026-07-25 05:31:35,283.18,UPI,SBI,RETURNING,SUCCESS,,0
TXN103836,2026-07-25 05:31:35,171.81,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103837,2026-07-25 05:31:36,2920.17,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103838,2026-07-25 05:31:57,987.88,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103839,2026-07-25 05:32:03,735.0,UPI,SBI,RETURNING,SUCCESS,,0
TXN103840,2026-07-25 05:32:05,1762.56,CARD,HDFC,NEW,SUCCESS,,0
TXN103841,2026-07-25 05:32:18,817.44,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103842,2026-07-25 05:32:19,310.65,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103843,2026-07-25 05:32:21,107.74,UPI,KOTAK,RETURNING,FAILED,INSUFFICIENT_FUNDS,1
TXN103844,2026-07-25 05:32:24,2451.58,CARD,SBI,RETURNING,SUCCESS,,0
TXN103845,2026-07-25 05:32:28,1809.74,UPI,SBI,RETURNING,SUCCESS,,0
TXN103846,2026-07-25 05:32:34,584.56,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103847,2026-07-25 05:32:36,745.86,UPI,SBI,RETURNING,SUCCESS,,0
TXN103848,2026-07-25 05:32:51,1454.61,UPI,HDFC,NEW,SUCCESS,,0
TXN103849,2026-07-25 05:32:54,479.5,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103850,2026-07-25 05:32:55,379.07,CARD,SBI,RETURNING,SUCCESS,,0
TXN103851,2026-07-25 05:32:56,447.65,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103852,2026-07-25 05:33:04,777.64,UPI,HDFC,NEW,SUCCESS,,0
TXN103853,2026-07-25 05:33:19,1644.07,UPI,AXIS,RETURNING,FAILED,BANK_ERROR,0
TXN103854,2026-07-25 05:33:23,271.03,CARD,AXIS,NEW,SUCCESS,,0
TXN103855,2026-07-25 05:33:25,484.97,UPI,AXIS,NEW,SUCCESS,,0
TXN103856,2026-07-25 05:33:36,101.78,NETBANKING,SBI,RETURNING,SUCCESS,,0
TXN103857,2026-07-25 05:33:44,3673.5,CARD,SBI,NEW,SUCCESS,,0
TXN103858,2026-07-25 05:33:52,614.77,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103859,2026-07-25 05:33:59,2048.7,NETBANKING,HDFC,NEW,SUCCESS,,0
TXN103860,2026-07-25 05:34:04,253.62,UPI,AXIS,NEW,SUCCESS,,0
TXN103861,2026-07-25 05:34:16,1966.23,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103862,2026-07-25 05:34:22,1672.73,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103863,2026-07-25 05:34:23,249.25,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103864,2026-07-25 05:34:31,600.51,UPI,SBI,RETURNING,SUCCESS,,0
TXN103865,2026-07-25 05:34:34,257.76,UPI,SBI,RETURNING,SUCCESS,,0
TXN103866,2026-07-25 05:34:34,877.66,UPI,SBI,NEW,SUCCESS,,0
TXN103867,2026-07-25 05:34:37,2430.02,NETBANKING,SBI,RETURNING,SUCCESS,,0
TXN103868,2026-07-25 05:34:58,1047.33,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN103869,2026-07-25 05:35:41,742.59,UPI,AXIS,NEW,SUCCESS,,0
TXN103870,2026-07-25 05:35:41,1939.89,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103871,2026-07-25 05:35:46,574.98,UPI,SBI,NEW,SUCCESS,,0
TXN103872,2026-07-25 05:35:48,1706.72,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103873,2026-07-25 05:35:48,195.89,NETBANKING,AXIS,RETURNING,SUCCESS,,0
TXN103874,2026-07-25 05:35:56,1102.92,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103875,2026-07-25 05:35:57,1007.04,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103876,2026-07-25 05:35:57,372.76,CARD,KOTAK,NEW,SUCCESS,,0
TXN103877,2026-07-25 05:36:02,344.79,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103878,2026-07-25 05:36:09,221.83,NETBANKING,HDFC,NEW,SUCCESS,,0
TXN103879,2026-07-25 05:36:18,387.3,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN103880,2026-07-25 05:36:20,1995.0,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103881,2026-07-25 05:36:28,767.43,UPI,ICICI,NEW,SUCCESS,,0
TXN103882,2026-07-25 05:36:31,524.16,UPI,SBI,RETURNING,FAILED,BANK_ERROR,2
TXN103883,2026-07-25 05:36:31,272.91,UPI,SBI,RETURNING,SUCCESS,,0
TXN103884,2026-07-25 05:36:32,1411.49,CARD,ICICI,NEW,SUCCESS,,0
TXN103885,2026-07-25 05:36:35,1537.2,UPI,SBI,NEW,SUCCESS,,0
TXN103886,2026-07-25 05:36:57,1194.67,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103887,2026-07-25 05:37:37,256.29,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103888,2026-07-25 05:37:37,718.21,CARD,KOTAK,NEW,SUCCESS,,0
TXN103889,2026-07-25 05:37:38,883.3,CARD,AXIS,RETURNING,SUCCESS,,0
TXN103890,2026-07-25 05:37:44,766.75,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103891,2026-07-25 05:37:53,129.05,UPI,HDFC,RETURNING,FAILED,TIMEOUT,0
TXN103892,2026-07-25 05:37:55,919.66,CARD,ICICI,NEW,SUCCESS,,0
TXN103893,2026-07-25 05:38:06,127.41,NETBANKING,AXIS,RETURNING,SUCCESS,,0
TXN103894,2026-07-25 05:38:15,2787.99,UPI,SBI,RETURNING,SUCCESS,,0
TXN103895,2026-07-25 05:38:20,262.15,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103896,2026-07-25 05:38:28,2197.72,NETBANKING,HDFC,NEW,SUCCESS,,0
TXN103897,2026-07-25 05:38:30,573.5,CARD,HDFC,NEW,SUCCESS,,0
TXN103898,2026-07-25 05:38:43,648.29,UPI,HDFC,NEW,SUCCESS,,0
TXN103899,2026-07-25 05:38:59,726.05,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103900,2026-07-25 05:39:01,606.5,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103901,2026-07-25 05:39:02,114.85,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103902,2026-07-25 05:39:05,505.51,UPI,ICICI,NEW,SUCCESS,,0
TXN103903,2026-07-25 05:39:17,449.45,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103904,2026-07-25 05:39:25,162.05,UPI,HDFC,NEW,SUCCESS,,0
TXN103905,2026-07-25 05:39:29,357.5,UPI,SBI,RETURNING,SUCCESS,,0
TXN103906,2026-07-25 05:39:38,639.56,CARD,HDFC,NEW,SUCCESS,,0
TXN103907,2026-07-25 05:39:42,262.6,UPI,HDFC,NEW,SUCCESS,,0
TXN103908,2026-07-25 05:39:45,594.76,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103909,2026-07-25 05:39:48,597.83,UPI,SBI,NEW,SUCCESS,,0
TXN103910,2026-07-25 05:39:49,536.37,UPI,SBI,RETURNING,SUCCESS,,0
TXN103911,2026-07-25 05:39:52,372.25,UPI,SBI,RETURNING,SUCCESS,,0
TXN103912,2026-07-25 05:39:54,581.01,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103913,2026-07-25 05:39:56,583.94,UPI,SBI,RETURNING,SUCCESS,,0
TXN103914,2026-07-25 05:40:07,211.09,CARD,ICICI,NEW,SUCCESS,,0
TXN103915,2026-07-25 05:40:10,731.14,CARD,ICICI,NEW,SUCCESS,,0
TXN103916,2026-07-25 05:40:25,1718.34,CARD,SBI,RETURNING,SUCCESS,,0
TXN103917,2026-07-25 05:40:27,334.83,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103918,2026-07-25 05:40:28,1015.12,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103919,2026-07-25 05:40:39,302.11,UPI,SBI,NEW,SUCCESS,,0
TXN103920,2026-07-25 05:40:42,629.56,CARD,AXIS,RETURNING,SUCCESS,,0
TXN103921,2026-07-25 05:40:46,352.47,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103922,2026-07-25 05:40:48,223.76,CARD,HDFC,NEW,SUCCESS,,0
TXN103923,2026-07-25 05:40:52,508.33,CARD,SBI,NEW,SUCCESS,,0
TXN103924,2026-07-25 05:40:57,744.58,UPI,HDFC,NEW,SUCCESS,,0
TXN103925,2026-07-25 05:40:59,716.99,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103926,2026-07-25 05:41:05,332.92,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103927,2026-07-25 05:41:14,341.1,CARD,AXIS,NEW,SUCCESS,,0
TXN103928,2026-07-25 05:41:14,1081.02,UPI,HDFC,NEW,SUCCESS,,0
TXN103929,2026-07-25 05:41:18,301.65,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103930,2026-07-25 05:41:20,768.07,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103931,2026-07-25 05:41:21,238.74,UPI,ICICI,NEW,SUCCESS,,0
TXN103932,2026-07-25 05:41:21,387.17,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103933,2026-07-25 05:41:26,99.56,UPI,ICICI,NEW,SUCCESS,,0
TXN103934,2026-07-25 05:41:35,761.6,UPI,SBI,RETURNING,SUCCESS,,0
TXN103935,2026-07-25 05:41:37,499.5,CARD,AXIS,RETURNING,SUCCESS,,0
TXN103936,2026-07-25 05:41:41,400.03,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103937,2026-07-25 05:41:44,1611.88,UPI,HDFC,NEW,SUCCESS,,0
TXN103938,2026-07-25 05:41:45,322.44,UPI,SBI,RETURNING,SUCCESS,,0
TXN103939,2026-07-25 05:41:49,1212.93,CARD,SBI,NEW,SUCCESS,,0
TXN103940,2026-07-25 05:41:57,780.45,CARD,AXIS,NEW,SUCCESS,,0
TXN103941,2026-07-25 05:42:03,2055.78,CARD,AXIS,RETURNING,SUCCESS,,0
TXN103942,2026-07-25 05:42:09,2279.05,UPI,KOTAK,RETURNING,FAILED,BANK_ERROR,0
TXN103943,2026-07-25 05:42:15,374.37,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103944,2026-07-25 05:42:17,1120.75,CARD,HDFC,NEW,SUCCESS,,0
TXN103945,2026-07-25 05:42:23,4206.67,UPI,SBI,RETURNING,SUCCESS,,0
TXN103946,2026-07-25 05:42:28,977.89,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103947,2026-07-25 05:42:37,483.62,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103948,2026-07-25 05:42:38,177.66,CARD,AXIS,RETURNING,SUCCESS,,0
TXN103949,2026-07-25 05:42:43,127.57,CARD,ICICI,NEW,SUCCESS,,0
TXN103950,2026-07-25 05:42:43,184.62,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103951,2026-07-25 05:42:45,4364.7,CARD,SBI,NEW,SUCCESS,,0
TXN103952,2026-07-25 05:42:59,639.38,UPI,HDFC,NEW,SUCCESS,,0
TXN103953,2026-07-25 05:43:08,765.63,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103954,2026-07-25 05:43:12,390.91,UPI,SBI,RETURNING,SUCCESS,,0
TXN103955,2026-07-25 05:43:23,973.63,UPI,SBI,NEW,SUCCESS,,0
TXN103956,2026-07-25 05:43:40,587.97,UPI,SBI,RETURNING,SUCCESS,,0
TXN103957,2026-07-25 05:43:42,254.88,CARD,SBI,RETURNING,SUCCESS,,0
TXN103958,2026-07-25 05:43:54,148.79,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103959,2026-07-25 05:44:00,114.23,UPI,SBI,RETURNING,SUCCESS,,0
TXN103960,2026-07-25 05:44:02,420.66,UPI,HDFC,NEW,SUCCESS,,0
TXN103961,2026-07-25 05:44:13,451.3,UPI,HDFC,NEW,SUCCESS,,0
TXN103962,2026-07-25 05:44:15,1020.0,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103963,2026-07-25 05:44:16,2012.52,UPI,HDFC,RETURNING,SUCCESS,,0
TXN103964,2026-07-25 05:44:23,293.83,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103965,2026-07-25 05:44:34,410.6,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103966,2026-07-25 05:44:39,2814.93,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103967,2026-07-25 05:44:44,1993.57,UPI,SBI,RETURNING,SUCCESS,,0
TXN103968,2026-07-25 05:44:48,145.2,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103969,2026-07-25 05:44:54,2378.88,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103970,2026-07-25 05:45:01,334.99,CARD,SBI,RETURNING,SUCCESS,,0
TXN103971,2026-07-25 05:45:04,464.9,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103972,2026-07-25 05:45:05,1039.77,CARD,ICICI,NEW,SUCCESS,,0
TXN103973,2026-07-25 05:45:06,403.25,UPI,AXIS,NEW,SUCCESS,,0
TXN103974,2026-07-25 05:45:15,357.43,UPI,ICICI,NEW,SUCCESS,,0
TXN103975,2026-07-25 05:45:21,377.3,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103976,2026-07-25 05:45:29,1623.85,UPI,SBI,RETURNING,FAILED,TIMEOUT,0
TXN103977,2026-07-25 05:45:34,354.32,UPI,AXIS,RETURNING,SUCCESS,,0
TXN103978,2026-07-25 05:45:41,476.87,UPI,ICICI,RETURNING,FAILED,NETWORK_ERROR,0
TXN103979,2026-07-25 05:45:45,628.78,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN103980,2026-07-25 05:46:17,157.89,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103981,2026-07-25 05:46:24,723.81,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103982,2026-07-25 05:46:52,1496.27,UPI,HDFC,NEW,SUCCESS,,0
TXN103983,2026-07-25 05:46:52,608.82,NETBANKING,ICICI,RETURNING,SUCCESS,,0
TXN103984,2026-07-25 05:46:56,419.53,CARD,AXIS,RETURNING,SUCCESS,,0
TXN103985,2026-07-25 05:47:02,279.94,CARD,SBI,NEW,SUCCESS,,0
TXN103986,2026-07-25 05:47:16,431.68,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103987,2026-07-25 05:47:20,519.12,CARD,HDFC,RETURNING,SUCCESS,,0
TXN103988,2026-07-25 05:47:20,212.16,CARD,SBI,NEW,SUCCESS,,0
TXN103989,2026-07-25 05:47:30,265.3,UPI,ICICI,NEW,SUCCESS,,0
TXN103990,2026-07-25 05:47:33,336.55,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN103991,2026-07-25 05:47:35,215.94,CARD,HDFC,NEW,SUCCESS,,0
TXN103992,2026-07-25 05:47:36,685.81,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103993,2026-07-25 05:47:47,986.93,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103994,2026-07-25 05:47:50,402.06,CARD,ICICI,RETURNING,SUCCESS,,0
TXN103995,2026-07-25 05:47:54,450.16,UPI,ICICI,RETURNING,SUCCESS,,0
TXN103996,2026-07-25 05:47:55,1174.13,UPI,AXIS,NEW,SUCCESS,,0
TXN103997,2026-07-25 05:47:59,561.14,CARD,ICICI,NEW,SUCCESS,,0
TXN103998,2026-07-25 05:48:02,1209.91,CARD,ICICI,NEW,SUCCESS,,0
TXN103999,2026-07-25 05:48:05,183.19,UPI,HDFC,RETURNING,SUCCESS,,0
TXN104000,2026-07-25 05:48:13,668.07,UPI,HDFC,NEW,SUCCESS,,0
TXN104001,2026-07-25 05:48:16,1323.64,UPI,SBI,NEW,SUCCESS,,0
TXN104002,2026-07-25 05:48:32,5248.93,CARD,ICICI,RETURNING,SUCCESS,,0
TXN104003,2026-07-25 05:48:34,1977.77,UPI,AXIS,RETURNING,SUCCESS,,0
TXN104004,2026-07-25 05:48:43,409.53,UPI,AXIS,RETURNING,FAILED,INSUFFICIENT_FUNDS,2
TXN104005,2026-07-25 05:48:44,180.27,UPI,HDFC,NEW,SUCCESS,,0
TXN104006,2026-07-25 05:49:06,516.72,CARD,ICICI,RETURNING,SUCCESS,,0
TXN104007,2026-07-25 05:49:08,1595.66,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN104008,2026-07-25 05:49:11,307.86,UPI,ICICI,RETURNING,SUCCESS,,0
TXN104009,2026-07-25 05:49:14,565.25,CARD,SBI,NEW,SUCCESS,,0
TXN104010,2026-07-25 05:49:14,339.44,CARD,ICICI,RETURNING,SUCCESS,,0
TXN104011,2026-07-25 05:49:26,627.13,UPI,AXIS,NEW,SUCCESS,,0
TXN104012,2026-07-25 05:49:28,802.83,UPI,ICICI,RETURNING,SUCCESS,,0
TXN104013,2026-07-25 05:49:37,1246.41,UPI,SBI,RETURNING,SUCCESS,,0
TXN104014,2026-07-25 05:49:41,305.51,UPI,ICICI,RETURNING,SUCCESS,,0
TXN104015,2026-07-25 05:49:50,1250.15,UPI,HDFC,RETURNING,SUCCESS,,0
TXN104016,2026-07-25 05:49:53,757.65,NETBANKING,KOTAK,NEW,SUCCESS,,0
TXN104017,2026-07-25 05:49:57,267.93,CARD,HDFC,NEW,SUCCESS,,0
TXN104018,2026-07-25 05:50:08,803.62,UPI,SBI,NEW,SUCCESS,,0
TXN104019,2026-07-25 05:50:14,688.69,UPI,HDFC,RETURNING,FAILED,TIMEOUT,1
TXN104020,2026-07-25 05:50:15,1270.1,UPI,SBI,NEW,SUCCESS,,0
TXN104021,2026-07-25 05:50:28,361.09,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN104022,2026-07-25 05:50:33,357.52,NETBANKING,SBI,RETURNING,SUCCESS,,0
TXN104023,2026-07-25 05:50:34,224.29,CARD,AXIS,NEW,SUCCESS,,0
TXN104024,2026-07-25 05:50:42,133.78,UPI,SBI,RETURNING,SUCCESS,,0
TXN104025,2026-07-25 05:50:45,537.93,UPI,SBI,RETURNING,SUCCESS,,0
TXN104026,2026-07-25 05:50:48,552.35,CARD,HDFC,RETURNING,SUCCESS,,0
TXN104027,2026-07-25 05:50:50,162.06,UPI,SBI,RETURNING,SUCCESS,,0
TXN104028,2026-07-25 05:50:56,1034.67,UPI,AXIS,RETURNING,SUCCESS,,0
TXN104029,2026-07-25 05:50:57,1108.55,CARD,SBI,NEW,SUCCESS,,0
TXN104030,2026-07-25 05:50:58,150.29,CARD,SBI,NEW,SUCCESS,,0
TXN104031,2026-07-25 05:51:00,427.2,UPI,ICICI,NEW,SUCCESS,,0
TXN104032,2026-07-25 05:51:06,993.1,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN104033,2026-07-25 05:51:07,862.32,UPI,SBI,RETURNING,SUCCESS,,0
TXN104034,2026-07-25 05:51:18,339.65,CARD,HDFC,RETURNING,SUCCESS,,0
TXN104035,2026-07-25 05:51:26,1791.25,UPI,HDFC,NEW,SUCCESS,,0
TXN104036,2026-07-25 05:51:34,164.47,UPI,AXIS,NEW,SUCCESS,,0
TXN104037,2026-07-25 05:51:42,404.3,CARD,SBI,RETURNING,SUCCESS,,0
TXN104038,2026-07-25 05:51:44,1456.3,UPI,HDFC,NEW,SUCCESS,,0
TXN104039,2026-07-25 05:51:44,724.77,CARD,ICICI,RETURNING,SUCCESS,,0
TXN104040,2026-07-25 05:51:46,452.15,UPI,SBI,RETURNING,SUCCESS,,0
TXN104041,2026-07-25 05:51:48,3251.83,CARD,HDFC,RETURNING,FAILED,TIMEOUT,1
TXN104042,2026-07-25 05:51:54,454.57,UPI,HDFC,NEW,SUCCESS,,0
TXN104043,2026-07-25 05:51:58,174.25,UPI,ICICI,RETURNING,SUCCESS,,0
TXN104044,2026-07-25 05:52:04,235.56,UPI,ICICI,NEW,SUCCESS,,0
TXN104045,2026-07-25 05:52:07,2259.11,UPI,SBI,RETURNING,SUCCESS,,0
TXN104046,2026-07-25 05:52:11,185.89,UPI,AXIS,NEW,SUCCESS,,0
TXN104047,2026-07-25 05:52:11,1730.68,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN104048,2026-07-25 05:52:14,488.88,UPI,HDFC,NEW,SUCCESS,,0
TXN104049,2026-07-25 05:52:24,3173.15,UPI,ICICI,NEW,FAILED,NETWORK_ERROR,0
TXN104050,2026-07-25 05:52:30,1074.6,UPI,SBI,RETURNING,SUCCESS,,0
TXN104051,2026-07-25 05:52:32,690.68,UPI,AXIS,NEW,SUCCESS,,0
TXN104052,2026-07-25 05:52:37,154.05,UPI,ICICI,RETURNING,SUCCESS,,0
TXN104053,2026-07-25 05:52:49,404.29,UPI,HDFC,RETURNING,SUCCESS,,0
TXN104054,2026-07-25 05:52:49,1468.24,UPI,SBI,NEW,FAILED,CUSTOMER_CANCELLED,2
TXN104055,2026-07-25 05:52:50,3168.54,CARD,SBI,RETURNING,SUCCESS,,0
TXN104056,2026-07-25 05:52:52,185.39,UPI,ICICI,NEW,SUCCESS,,0
TXN104057,2026-07-25 05:52:52,342.09,UPI,HDFC,RETURNING,SUCCESS,,0
TXN104058,2026-07-25 05:52:59,244.6,UPI,SBI,RETURNING,SUCCESS,,0
TXN104059,2026-07-25 05:53:01,716.86,CARD,ICICI,RETURNING,SUCCESS,,0
TXN104060,2026-07-25 05:53:05,1158.69,CARD,HDFC,RETURNING,SUCCESS,,0
TXN104061,2026-07-25 05:53:06,460.61,UPI,HDFC,NEW,FAILED,NETWORK_ERROR,1
TXN104062,2026-07-25 05:53:13,563.78,UPI,SBI,RETURNING,SUCCESS,,0
TXN104063,2026-07-25 05:53:14,1253.86,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN104064,2026-07-25 05:54:01,961.91,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN104065,2026-07-25 05:54:05,225.09,NETBANKING,AXIS,RETURNING,SUCCESS,,0
TXN104066,2026-07-25 05:54:07,266.9,UPI,SBI,NEW,SUCCESS,,0
TXN104067,2026-07-25 05:54:13,1279.73,UPI,AXIS,RETURNING,SUCCESS,,0
TXN104068,2026-07-25 05:54:16,757.56,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN104069,2026-07-25 05:54:26,1057.24,UPI,AXIS,NEW,SUCCESS,,0
TXN104070,2026-07-25 05:54:34,158.33,UPI,ICICI,RETURNING,FAILED,NETWORK_ERROR,0
TXN104071,2026-07-25 05:54:41,1417.09,CARD,SBI,RETURNING,SUCCESS,,0
TXN104072,2026-07-25 05:54:43,407.73,CARD,ICICI,RETURNING,SUCCESS,,0
TXN104073,2026-07-25 05:54:47,981.56,UPI,SBI,RETURNING,SUCCESS,,0
TXN104074,2026-07-25 05:54:54,616.52,UPI,AXIS,NEW,SUCCESS,,0
TXN104075,2026-07-25 05:54:59,1460.1,CARD,ICICI,RETURNING,SUCCESS,,0
TXN104076,2026-07-25 05:55:10,930.29,UPI,SBI,RETURNING,SUCCESS,,0
TXN104077,2026-07-25 05:55:29,470.6,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN104078,2026-07-25 05:55:29,372.51,UPI,SBI,RETURNING,FAILED,NETWORK_ERROR,2
TXN104079,2026-07-25 05:55:37,667.92,UPI,SBI,RETURNING,SUCCESS,,0
TXN104080,2026-07-25 05:55:41,436.04,UPI,SBI,NEW,FAILED,INSUFFICIENT_FUNDS,2
TXN104081,2026-07-25 05:55:43,2623.19,NETBANKING,SBI,NEW,SUCCESS,,0
TXN104082,2026-07-25 05:55:45,271.51,NETBANKING,ICICI,RETURNING,SUCCESS,,0
TXN104083,2026-07-25 05:56:00,709.64,UPI,HDFC,RETURNING,FAILED,NETWORK_ERROR,1
TXN104084,2026-07-25 05:56:30,333.97,CARD,HDFC,RETURNING,SUCCESS,,0
TXN104085,2026-07-25 05:56:30,1985.75,UPI,ICICI,RETURNING,SUCCESS,,0
TXN104086,2026-07-25 05:56:34,1352.65,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN104087,2026-07-25 05:56:38,158.85,UPI,ICICI,NEW,SUCCESS,,0
TXN104088,2026-07-25 05:56:41,736.6,UPI,HDFC,RETURNING,SUCCESS,,0
